class,subclass,mag_u,mag_g,mag_r,mag_i,mag_z,redshift,flux_u,flux_g,flux_r,flux_i,flux_z,photRA,specRA,photDec,specDec,petrosianRadius_u,deVEffectiveRadius_u,petrosianRadius_z,deVEffectiveRadius_z
GALAXY,STARBURST,19.49547,18.37984,17.82243,17.39144,17.16744,0.1105321,9.219304,19.98778,34.79676,53.86025,62.07373,216.6958527,216.69585,10.89261998,10.892655,5.069242,7.413534,5.382356,4.262568
GALAXY,AGN,16.37804,14.41989,13.59153,13.20117,12.91362,0.02776922,45.29919,120.7635,257.0602,363.5657,453.5706,216.8106989,216.8107,11.3390821,11.339085,40.18095,19.06826,24.23317,19.64872
GALAXY,STARFORMING,17.7294,16.65195,16.28873,16.02244,15.94138,0.05452876,15.81368,31.7656,48.50398,64.92846,72.63833,216.5954336,216.59544,10.89928945,10.899304,7.077946,14.07129,6.711588,12.40637
GALAXY,STARFORMING,21.62843,19.59416,18.07272,17.42971,17.01228,0.2400488,0.8151184,4.974133,20.55488,38.39847,53.58624,216.4560979,216.4561,10.90253727,10.902535,27.92379,29.67198,4.04917,1.834376
GALAXY,STARFORMING,19.63898,18.58716,17.86259,17.50254,17.29506,0.1705224,6.386384,11.60571,23.77167,34.52653,43.12685,216.1632187,216.16322,11.30779779,11.307793,7.87684,11.7268,5.81029,5.115407
GALAXY,BROADLINE,18.52754,16.57801,15.70273,15.28395,14.95369,0.05399342,91.91501,107.2388,204.8679,299.2939,391.1688,216.3084931,216.3085,11.34262425,11.342627,16.93003,4.017916,4.709507,2.787021
GALAXY,STARFORMING,18.2799,17.23281,16.87132,16.62552,16.47704,0.05411883,18.59223,33.21815,45.76691,57.53661,62.71408,216.3890432,216.38904,11.18190065,11.181903,6.715144,7.016651,7.581777,6.433181
GALAXY,STARFORMING,19.284,18.24407,17.62233,17.19742,17.01553,0.1445582,9.027049,23.62072,43.21349,64.10259,75.81625,216.3934459,216.39344,11.22230982,11.222312,3.879546,3.391377,3.564759,2.780741
GALAXY,STARFORMING,17.72871,15.85336,15.17822,14.81933,14.66901,0.03349338,29.625,59.46512,102.0553,138.7,168.5929,216.6188884,216.61889,11.1731738,11.173156,9.229018,13.97322,9.764184,9.073112
QSO,BROADLINE,19.9262,19.8036,19.85067,19.78751,19.4997,1.986667,12.21149,8.895398,9.537654,10.5325,12.13727,149.6806153,149.68062,33.6286655,33.628664,1.672564,0.1249488,1.632546,0.2832866
QSO,STARBURST BROADLINE,21.66076,20.80553,19.86271,19.11564,18.7098,0.4539319,3.092797,2.915958,4.540702,7.623331,9.63303,149.2447043,149.2447,33.97557372,33.975575,1.627378,0.2359274,3.792137,2.053728
QSO,BROADLINE,21.36721,20.66414,20.10145,20.08615,20.04772,2.3352,5.921914,5.522291,8.127592,7.882082,7.784279,149.4365216,149.43653,33.94573277,33.945733,7.359787,0.8050479,1.196526,0.1460331
QSO,BROADLINE,21.88359,21.18312,20.69494,20.26295,19.91967,0.7164251,4.526167,5.123806,6.104671,8.600896,10.33958,149.533266,149.53327,34.06288401,34.062886,1.854774,0.2942793,1.564539,0.1521171
GALAXY,STARFORMING,18.81958,17.67851,16.89326,16.44994,16.09901,0.1285468,5.662844,16.15606,42.41787,65.39793,87.06732,215.8310472,215.83103,11.7132768,11.713283,47.73946,29.66844,7.336408,8.793722
GALAXY,STARFORMING,18.12347,16.90434,16.46886,16.20185,16.00459,0.0298316,37.05609,61.2641,94.50137,119.2132,137.3606,215.8785217,215.87852,12.11430381,12.114302,4.095506,3.046676,4.719362,3.297561
GALAXY,STARFORMING,19.64871,18.27511,17.60869,17.25287,17.02636,0.1099017,5.772226,12.38878,25.75974,36.57747,46.31141,216.03837,216.03837,12.10537437,12.105376,7.497386,4.825963,5.530892,5.738576
GALAXY,STARFORMING,19.95062,18.5839,17.83952,17.39783,17.1116,0.129409,9.483377,23.07961,47.4059,70.54763,86.53334,215.949989,215.94999,12.04519899,12.045199,2.969878,1.981588,24.83938,1.901502
QSO,BROADLINE,21.20777,20.82709,20.78199,20.55324,20.36206,0.5900906,1.681264,2.159431,2.638861,4.07928,4.697374,257.6121302,257.61213,38.5863234,38.586323,3.826787,0.000177124,4.005464,0.2835806
QSO,BROADLINE,24.11219,21.92306,20.49741,20.41584,20.3734,4.00503,0.5188802,2.006324,8.047378,9.573971,12.68166,257.7730378,257.77304,38.50119577,38.501196,2.969831,0.101125,1.20035,0.2690167
QSO,BROADLINE,18.81178,18.64327,18.51353,18.58764,18.47686,0.912373,35.2615,37.65887,46.297,44.43144,49.20887,250.2078627,250.20786,50.0174416,50.017442,1.670148,0.1280447,1.160514,5.87785E-05
QSO,BROADLINE,21.62344,21.00987,20.85534,20.53366,20.36431,0.8155073,3.482122,4.236128,5.387105,6.989817,10.42156,250.2802047,250.2802,49.97938846,49.979388,1.767607,0.151566,1.505466,0.6177254
QSO,BROADLINE,21.75983,21.63985,21.63305,21.23467,22.6382,1.973479,7.121814,3.463462,3.327176,3.655358,4.264354,250.3756652,250.37567,49.9939974,49.993997,7.360614,0.3773537,2.971391,20.06202
QSO,BROADLINE,19.83125,19.4574,19.29432,19.24135,19.0106,2.159952,9.411981,10.78809,11.85206,12.81115,15.68955,250.5551132,250.55511,49.82025252,49.820253,1.583734,0.1300734,1.11174,0.000177626
QSO,BROADLINE,18.94329,18.62922,18.71807,18.61511,18.63393,0.5542313,29.25481,32.1202,28.64855,31.13906,29.37962,250.5384583,250.53846,49.69275533,49.692755,1.595682,0.1382,1.335779,0.1017489
QSO,BROADLINE,19.70119,19.29725,19.11843,18.84824,18.91134,1.589545,19.5169,22.90732,24.27778,28.12007,26.19586,54.57800647,54.577998,0.198223319,0.19821633,1.091286,0.02418625,3.601771,0.05133264
QSO,BROADLINE,20.58551,20.13678,19.95654,19.70894,19.48652,0.6878109,7.400251,10.02475,11.23022,12.81575,14.06556,54.65799277,54.657985,0.18093557,0.18093422,1.134071,0.12215,3.223362,0.1325007
GALAXY,STARFORMING,18.71307,17.40545,16.88799,16.587,16.36301,0.0305194,12.18023,22.86058,38.49792,49.77028,58.7696,54.74227524,54.742259,0.124182527,0.12419826,7.715889,15.35106,7.414139,9.357923
GALAXY,STARFORMING,20.3407,18.81568,18.02288,17.56187,17.31827,0.1146626,3.351939,10.22913,21.41902,32.05073,40.55382,54.82607745,54.826043,0.203450917,0.20342878,3.077589,13.00502,3.549111,4.691441
GALAXY,STARFORMING,20.16472,18.65238,17.86682,17.35026,17.0836,0.1383296,8.952746,18.25423,38.02427,58.57857,73.0755,55.12022364,55.120183,0.059873439,0.059833365,3.028536,2.124826,3.028545,2.168125
QSO,BROADLINE,20.45912,20.26493,19.95355,19.80159,19.6795,1.351547,7.727044,7.992182,10.19258,10.31801,9.933588,54.58963303,54.589645,0.518457979,0.51844802,4.882608,0.1648134,0.8922411,0.122122
GALAXY,STARFORMING,19.14778,17.99614,17.57667,17.3387,17.26299,0.02048445,4.696313,8.134147,12.80461,15.76133,18.18883,55.21384845,55.213898,0.434244838,0.43424957,9.376289,20.91924,6.740102,12.32472
QSO,BROADLINE,21.82269,21.80244,21.72812,21.3628,21.12528,2.017082,3.509092,3.057057,4.239158,5.620795,7.229344,342.1824515,342.18245,0.681895942,0.68189595,2.103097,0.3729033,4.584454,1.448495
QSO,BROADLINE,21.23848,21.11223,20.49196,20.48303,20.5259,1.308881,3.166162,4.370994,8.036443,8.814589,9.711675,342.1271208,342.12712,0.096904192,0.096904189,1.431924,0.08342938,1.06144,0.5204573
QSO,BROADLINE,20.74951,20.48575,20.37013,20.05379,20.15213,1.567051,3.209454,4.797994,6.964005,9.875032,10.43162,341.1746809,341.17468,0.621516017,0.62151602,1.233614,0.07868531,2.153825,0.152152
QSO,BROADLINE,21.61656,21.53369,21.48993,21.17698,21.43571,1.933177,2.587337,2.662963,3.074495,4.016506,4.327233,341.4022436,341.40224,0.585623412,0.58562339,1.124286,0.09803479,1.043679,0.3664287
QSO,BROADLINE,19.41078,19.27125,18.8744,18.61629,18.47537,1.453817,29.41866,25.96808,38.47527,50.08995,56.40674,341.9790764,341.97906,0.474570697,0.47457499,1.339876,0.0981017,1.067622,0.000855898
QSO,BROADLINE,21.32616,20.97733,20.78009,20.41914,20.35916,1.707982,1.422942,2.200742,2.748629,3.749853,3.049982,342.0714005,342.0714,0.555107519,0.55510752,1.248466,0.1190381,6.606464,0.7907806
GALAXY,STARFORMING,19.03229,17.72352,17.12288,16.76615,16.655,0.07169644,4.312974,12.71755,25.42219,36.85975,48.68277,205.1489656,205.14897,9.458948291,9.4589517,9.79243,26.44397,5.74294,12.3188
GALAXY,STARBURST,18.66463,17.38872,16.72221,16.3295,16.06444,0.06477032,24.7237,54.01584,98.23737,148.0071,170.9174,207.6010028,207.60101,9.319613771,9.3196074,14.54486,1.065886,3.449241,1.420842
QSO,BROADLINE,20.14582,20.05958,19.43316,19.22304,19.17673,1.306108,7.097716,6.906479,13.59354,17.35981,20.41977,180.1059139,180.10591,36.25738127,36.257381,1.442734,0.07946224,1.217567,0.000734835
QSO,BROADLINE,21.78755,21.4303,21.22656,21.00202,20.89781,1.574729,2.670022,2.471886,2.506895,3.013659,2.922971,180.2213224,180.22132,36.31324444,36.313244,2.492609,0.6909195,1.198002,0.09572
QSO,BROADLINE,22.5988,22.0509,21.83137,21.83107,21.21903,2.599753,1.000941,1.57114,1.658346,1.659935,2.456834,180.1287937,180.12879,36.29409685,36.294097,16.33363,28.8956,2.632961,0.9646674
QSO,BROADLINE,21.00603,20.78776,20.68932,20.70172,20.32409,0.7965121,1.718556,3.378439,3.811982,4.454748,7.574645,180.1603343,180.16033,36.68980838,36.689808,4.445027,0.1715268,1.138053,0.000450421
QSO,BROADLINE,22.78211,21.06516,20.52637,20.41261,20.21399,2.692603,1.579716,2.868285,4.641093,5.232985,6.08672,180.2023561,180.20235,36.66256229,36.662562,2.970391,2.76499,3.934992,0.1101691
QSO,BROADLINE,20.75086,20.22788,20.29658,20.06956,19.8495,2.184496,9.356785,10.22592,11.24814,13.20009,17.08274,180.2873051,180.2873,36.60073908,36.600737,1.345373,0.1077917,1.579123,0.3880135
QSO,BROADLINE,21.95152,21.24303,20.71474,20.28545,20.18032,0.7324183,2.5616,3.560312,5.181841,6.657659,8.637139,180.4303631,180.43036,36.72961404,36.729614,1.539255,0.6436094,1.602327,0.7446518
QSO,BROADLINE,21.08498,20.75322,20.49915,20.0051,19.81446,1.852791,6.349569,7.784942,9.102103,12.7246,15.29075,180.4804334,180.48043,36.74524989,36.74525,1.306699,0.07870368,1.320662,0.2850052
QSO,BROADLINE,19.68094,19.73994,19.4674,19.51188,19.56667,1.052131,13.38839,14.28775,20.26588,19.37202,18.05028,182.3501879,182.35019,37.14699366,37.146994,1.54905,0.1686602,1.211446,0.2173224
QSO,BROADLINE,21.08691,20.61239,20.61568,20.49727,20.71718,2.60581,3.694456,4.142092,4.389423,4.140319,4.353798,150.2855672,150.28556,33.23905436,33.239061,3.746728,0.005038017,2.974567,0.1521013
QSO,BROADLINE,25.846,20.42156,19.70465,19.56131,19.61131,3.484841,0.4254953,7.746707,16.05584,17.14905,17.5136,150.0987337,150.09873,33.58518805,33.585191,7.358108,0.06983022,1.363577,0.1536473
QSO,BROADLINE,20.69053,20.70478,20.71777,20.43729,20.27517,1.753614,4.595531,5.151388,4.934841,6.465498,7.064265,184.9592741,184.95927,36.30824245,36.308242,1.585079,0.2103415,1.340499,0.1998077
QSO,BROADLINE,22.09484,22.23292,22.04343,21.9845,21.87382,1.704318,0.8104991,1.450654,1.356886,1.798864,2.530267,185.0450805,185.04508,36.38406113,36.384061,2.631337,0.3252689,1.097457,29.66079
QSO,BROADLINE,20.17659,19.98411,19.80786,19.73285,19.6948,1.361558,6.829676,7.244296,9.054578,9.110804,8.814701,185.4415075,185.44151,36.69607152,36.696072,1.353771,0.0823654,1.048958,0.000217619
QSO,BROADLINE,20.24176,20.12385,19.89635,19.78066,19.59243,0.8808773,4.707243,6.221722,9.01111,9.715924,10.99311,185.5660683,185.56607,36.83703591,36.837036,4.542089,0.05022632,1.331156,0.2010775
QSO,BROADLINE,19.64101,19.4411,19.41966,19.20211,19.18645,1.638595,8.340439,11.46957,14.06277,19.03361,21.19898,180.2714393,180.27144,36.52706466,36.527065,1.980029,0.1098799,1.985349,0.1739625
QSO,BROADLINE,20.48745,20.31075,20.16502,19.88917,19.91709,1.603977,6.069133,7.591131,8.881701,11.50114,11.29148,180.2211778,180.22118,36.43153121,36.431531,1.804986,0.3077151,3.177057,0.4085565
QSO,BROADLINE,20.96112,20.58272,20.09062,19.98375,19.6603,0.9248616,3.089002,4.608997,7.130826,8.339815,11.25723,180.2556501,180.25565,36.49794465,36.497945,1.645399,0.2226504,1.695058,0.244427
GALAXY,STARBURST,24.14752,22.37939,21.93547,21.86114,21.47198,0.3648096,1.010257,1.183106,2.140425,2.916066,4.494111,185.3444836,185.34448,36.62087396,36.620874,4.584509,0.1968447,1.238896,0.7082268
GALAXY,STARBURST,23.36229,22.36024,22.20642,21.49678,21.09182,0.3359044,0.3164267,1.169406,2.151159,2.270313,2.972808,185.3935459,185.39355,36.49514409,36.495144,2.970073,0.8736239,1.222612,0.08864878
QSO,BROADLINE,19.7917,19.81534,19.66627,19.71327,19.66098,1.340414,9.959063,7.878528,9.705526,8.434672,7.402605,185.4779977,185.478,36.48791191,36.487912,1.871347,0.1322377,1.748006,0.3294138
QSO,BROADLINE,20.2282,20.25621,20.23734,19.81007,19.78254,1.836014,10.29548,11.91261,12.84912,16.95084,19.77952,180.1411426,180.14114,36.84757725,36.847577,2.080703,0.3703587,4.335689,0.000789681
QSO,BROADLINE,21.28094,20.86548,20.6474,20.32429,20.60518,1.456535,6.249156,4.999174,5.509204,6.782124,7.080151,181.8835696,181.88357,37.00601436,37.006014,1.523305,0.4123591,1.242668,0.2981717
GALAXY,STARBURST,22.24425,22.39205,21.8587,21.92088,21.1437,0.3425044,0.4972776,1.057937,1.644463,1.665393,3.035986,182.0836329,182.08363,36.92838497,36.928385,1.797551,1.218814,1.450406,3.576035
QSO,BROADLINE,20.67239,20.65602,20.65015,20.2851,20.4068,1.974321,11.52274,8.659155,8.265199,8.135689,8.018653,185.1547585,185.15476,37.02653343,37.026533,2.956784,0.003039501,1.253723,0.001182431
QSO,BROADLINE,20.62003,20.40569,20.0633,20.08508,19.94761,1.037256,3.646861,5.124022,7.494279,7.451293,7.961341,185.2265823,185.22658,36.99215899,36.992159,1.851862,0.2804582,1.086699,0.005314583
QSO,BROADLINE,22.04335,21.71846,21.69187,21.28654,21.40755,1.528399,2.067067,1.940529,2.080663,2.600255,2.63605,185.4668263,185.46683,36.98215404,36.982154,1.529828,0.1248594,1.677869,0.3662758
QSO,BROADLINE,21.57121,21.17576,20.88403,20.8105,20.4467,0.8605068,1.618177,3.726477,4.555167,5.336522,7.316222,133.0712076,133.07121,33.89417018,33.89417,1.121451,0.000123533,2.081032,0.8620409
QSO,BROADLINE,20.03294,19.48032,19.47266,19.43351,19.26889,2.322227,8.910105,9.730087,7.796503,6.956591,6.891012,133.0144246,133.01442,34.78212415,34.782131,1.06351,0.04204518,3.558725,0.000150467
QSO,BROADLINE,20.74965,20.35316,20.18413,20.23899,19.95899,0.8350483,3.005034,4.002598,4.062992,4.093795,5.731799,149.9469927,149.94699,33.01408779,33.014089,1.276047,0.001203921,1.30467,0.1885393
QSO,BROADLINE,21.02903,20.75306,20.73422,20.5915,20.16363,2.024445,8.377861,8.079695,9.240649,9.483142,10.94588,150.2888179,150.28881,33.36716957,33.36717,1.906379,0.4611377,3.23896,0.09483153
QSO,BROADLINE,21.47524,21.2958,21.14956,20.96362,20.58088,0.881229,3.617785,4.016348,4.586368,4.741461,6.349023,179.9872496,179.98725,35.6282622,35.628262,1.22806,0.008830894,1.754506,0.568142
QSO,BROADLINE,20.24738,20.052,20.01601,19.69331,19.74405,1.888572,4.206192,4.904778,5.245405,7.843673,7.943972,180.1642508,180.16425,35.559378,35.559378,1.788277,0.3461272,1.191742,0.07556573
QSO,BROADLINE,19.73078,19.57929,19.63039,19.40557,19.43129,1.719962,12.45211,16.85576,17.49067,20.62955,20.20751,180.1798698,180.17987,35.58260123,35.582601,1.489051,0.1268181,1.259636,0.1267371
QSO,BROADLINE,21.41126,21.70408,21.65789,21.39748,22.63733,1.896226,1.086724,1.727098,2.11858,3.469147,3.554564,180.2206639,180.22066,35.66055235,35.660552,106.7035,0.7096808,0.6428708,0.4714784
QSO,BROADLINE,21.36727,20.99198,20.61515,20.48953,20.27197,2.241722,2.978519,4.966162,7.548832,8.520535,11.21689,180.0762099,180.07621,36.00054442,36.000544,3.543337,0.5294592,1.218362,0.1551192
QSO,BROADLINE,20.01899,19.1547,19.08739,19.10715,18.85621,2.606293,9.427761,16.50284,19.21374,20.65716,26.7372,180.2787624,180.27876,36.15019038,36.15019,1.422301,6.74116E-05,1.671639,0.1547693
GALAXY,STARBURST,23.27308,22.30713,21.97375,21.62595,22.1071,0.1601923,1.117175,1.432032,2.401516,3.250108,4.167605,180.2841352,180.28414,36.08691789,36.086918,2.970047,0.1883307,1.057196,0.1599216
GALAXY,BROADLINE,18.06522,16.20879,15.28719,14.86143,14.51534,0.08971126,19.28419,61.99949,160.0363,242.4557,315.4979,133.4899251,133.48991,40.29251086,40.292528,19.30808,8.58494,13.90479,4.452376
GALAXY,STARFORMING,19.29536,17.79041,16.8962,16.44097,16.05188,0.08588942,5.573739,18.56728,43.69696,69.21615,93.143,133.5286565,133.52864,40.23768451,40.237703,4.521797,4.876493,5.149789,4.409595
QSO,BROADLINE,17.4244,17.0974,16.71207,16.2795,16.20334,0.1524706,101.4779,103.7178,136.1985,203.1455,203.9791,133.6818656,133.68186,40.31884207,40.318835,1.548456,0.25291,3.430047,1.105553
GALAXY,STARFORMING,19.06276,17.79568,17.09238,16.70228,16.42217,0.08797372,8.049286,19.12288,36.49269,53.515,66.90231,133.6836987,133.6837,40.40570541,40.405694,5.678648,1.835411,5.936956,4.086132
QSO,STARBURST BROADLINE,18.35932,18.04259,17.65003,17.21953,17.10698,0.08755858,35.97805,40.4106,57.4145,86.10028,91.58013,133.6929373,133.69292,40.42980132,40.429805,1.345317,0.1690093,3.098593,0.9073514
GALAXY,BROADLINE,17.82953,15.81386,14.84764,14.40781,14.03598,0.08746532,20.13778,67.72717,174.825,272.9466,373.5936,133.8968033,133.8968,40.46482083,40.464825,15.32877,7.664829,9.577418,6.342837
GALAXY,STARFORMING,19.19445,18.13482,17.68666,17.3556,17.22499,0.08694045,7.175002,14.75754,24.71422,33.94617,38.80601,134.1756342,134.17563,40.62030062,40.6203,6.203298,5.707501,4.994655,6.372944
GALAXY,STARFORMING,18.88064,17.67076,17.1593,16.82058,16.60427,0.08088331,9.771087,22.12921,38.29948,53.23041,63.0948,134.2045897,134.20457,40.70251201,40.702504,5.48594,11.37472,5.459534,7.940129
GALAXY,STARBURST,21.56287,21.41254,21.05052,21.04627,20.48143,0.290272,0.8542634,2.046835,3.526922,4.181556,5.981873,136.0690939,136.06909,44.6216256,44.621626,2.969979,1.138645,1.290924,0.5860645
QSO,BROADLINE,21.78038,21.04438,20.77443,20.34192,20.30134,0.5347276,8.73108,5.848651,7.166646,9.755828,11.73991,136.0908342,136.09083,44.71433901,44.714339,3.248244,1.670221,1.320849,0.3123778
QSO,BROADLINE,20.28372,20.11096,19.86741,19.8962,19.96512,1.289941,4.114617,12.55688,16.45662,16.32775,15.54726,136.2019453,136.20195,44.62729326,44.627293,2.260334,0.2622094,1.358868,0.1058673
QSO,BROADLINE,20.87905,20.46876,20.36915,20.36662,20.25322,2.345798,3.349658,7.266268,9.2047,8.650958,9.417738,136.2980774,136.29811,44.87737502,44.877386,2.641884,0.5440547,1.23071,0.1521393
QSO,STARBURST BROADLINE,19.67445,19.57968,19.39267,19.42605,18.79984,0.2890992,10.10913,15.27893,21.16391,21.57821,33.61106,136.4599875,136.45999,44.89118104,44.891181,1.953453,0.07118341,1.283824,0.06139484
QSO,BROADLINE,21.41764,20.69264,20.51383,20.54695,20.34706,2.574346,1.719556,3.88775,5.485312,6.551558,10.09925,136.8334506,136.83344,44.9634973,44.963503,3.157765,0.3218364,1.692933,0.3374368
GALAXY,STARBURST,18.4746,17.62021,17.25679,16.90705,16.87901,0.1256092,25.5899,45.61983,66.49023,93.13715,97.31281,133.5577598,133.55776,38.55036046,38.55037,3.561637,2.465515,3.510286,2.558268
QSO,BROADLINE,19.17343,18.96851,18.92517,18.69706,18.61552,1.668577,27.29317,30.43736,30.87347,37.0688,40.89431,133.6867352,133.68672,38.50062191,38.500623,1.346748,0.08451628,1.005348,0.09474754
GALAXY,STARFORMING,19.13949,17.91315,17.34408,16.97284,16.73484,0.09515577,8.530199,21.33806,40.90811,57.40241,69.38898,133.6609005,133.66089,38.51772002,38.517727,4.925587,7.94098,4.143104,4.208572
GALAXY,STARFORMING,20.06618,18.77042,17.8301,17.34492,16.98695,0.2052003,6.744872,13.17397,32.69285,52.78202,67.03155,133.0461879,133.04619,38.58476269,38.584756,5.022418,1.895996,5.049441,1.650792
GALAXY,AGN,18.28479,16.89248,16.03219,15.64495,15.42114,0.1276518,34.63016,74.61806,160.017,234.3927,280.8228,133.3311227,133.33111,38.87749521,38.877502,4.25485,1.432433,5.979339,1.865778
QSO,STARBURST BROADLINE,19.02146,18.31881,17.53069,17.06541,16.78803,0.2377488,8.958364,12.15044,26.30601,41.15662,53.90493,133.6301135,133.63011,38.9279116,38.927918,3.419643,0.8319761,4.571352,3.467651
GALAXY,AGN,20.82651,18.95394,17.52928,16.97013,16.58376,0.2462372,1.966024,5.98455,23.81425,41.77417,57.78899,133.5279524,133.52796,38.93023761,38.930239,43.77332,29.67005,5.439032,4.313021
QSO,BROADLINE,18.82592,18.7476,18.7814,18.62218,18.60541,1.759368,28.88067,28.70134,28.42597,34.17492,36.00977,133.6095501,133.60957,39.06735844,39.06737,1.348434,0.08286793,1.012569,0.06598577
GALAXY,STARFORMING,18.41803,17.34506,16.77899,16.41164,16.23194,0.1256336,20.33422,35.4841,63.1456,92.15716,106.581,133.824276,133.82428,38.98657685,38.986593,4.958579,4.291607,4.250389,2.64749
QSO,BROADLINE,18.72236,18.70913,18.4617,18.59037,18.74258,1.16225,26.8599,26.2592,31.42119,30.59078,27.42154,133.2203303,133.22032,39.3086824,39.308688,1.36469,0.08706898,0.9492888,0.04225329
QSO,STARBURST BROADLINE,19.24646,18.78176,18.25602,17.97057,17.68375,0.2501572,14.08681,17.73396,31.60385,43.26695,56.62745,133.23624,133.23623,39.29291443,39.292916,1.583844,0.2199049,2.37649,0.8963369
GALAXY,STARFORMING,18.78086,17.57042,17.21824,16.94888,16.87061,0.07890517,7.449455,14.91278,24.13231,31.63549,37.83549,134.186945,134.18695,39.94451464,39.944569,7.927398,12.94825,6.210626,9.068941
GALAXY,STARFORMING,19.10663,17.75527,17.0319,16.62754,16.35159,0.1162076,12.10904,28.24311,60.99652,91.20896,118.1238,134.2628405,134.26285,40.03802209,40.038035,5.754542,5.140939,4.073802,2.214196
